"proposed_use","status_date","permit_number","proposed_occupancy","data_loaded_at","description","primary_address_flag","revised_cost","street_name","supervisor_district","street_suffix","lot","filed_date","issued_date","plansets","block","application_submission_method","point_source","data_as_of","neighborhoods_analysis_boundaries","existing_occupancy","permit_type_definition","last_permit_activity_date","permit_type","permit_creation_date","zipcode","record_id","adu","estimated_cost","street_number","existing_use","location","status"
"office","2023-08-25T09:46:07.000","202308255238","B","2023-09-02T04:14:29.000","1/f & 27/f: adding 2 pull stations to existing notifier nf52-3030 fire alarm system","Y","2380","Maritime","3","Pz","021","2023-08-25T08:38:16.000","2023-08-25T09:46:07.000","2","0204","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B","otc alterations permit","2023-08-25T09:44:50.000","8","2023-08-25T00:00:00.000","","1676843289258","N","2380","1","office","{""coordinates"":[-122.399226775,37.795606965],""type"":""Point""}","issued"
"retail sales","2023-09-01T12:10:13.000","202308255322","R-2,M,B","2023-09-02T04:14:29.000","install power door operator per information sheets da-04/05 w/ (e) sloped landing @ exterior. abe #201911228638","Y","3500","16th","9","St","047B","2023-08-25T13:02:13.000","2023-09-01T12:10:13.000","2","3570","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-2,M,B","otc alterations permit","2023-09-01T12:08:11.000","8","2023-08-25T00:00:00.000","94110","1677446272603","N","3500","2939","retail sales","{""coordinates"":[-122.418353019,37.76490253],""type"":""Point""}","issued"
"clinics-medic/dental","2023-08-25T13:12:20.000","202308255326","B,R-3","2023-09-02T04:14:29.000","tenant improvments for 1st flr dental office.  voluntary seismic upgrade at the 1st story.","Y","263836","Folsom","9","St","018C","2023-08-25T13:12:20.000","","2","3613","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","B,R-3,M","otc alterations permit","2023-09-01T14:36:36.000","8","2023-08-25T00:00:00.000","94110","1676931162098","N","125000","2595","retail sales","{""coordinates"":[-122.414128971,37.755867321],""type"":""Point""}","filed"
"apartments","2023-08-25T13:06:08.000","202308255307","R-2","2023-09-02T04:14:29.000","reroofing with 2,600 sf of tar and gravel. flat roof with slope less than 2:12 pitch.","Y","20800","Pine","2","St","023","2023-08-25T12:03:42.000","2023-08-25T13:06:08.000","0","1046","in-house","parcel_centroid","2023-09-01T23:55:00.000","Presidio Heights","R-2","otc alterations permit","2023-08-25T13:01:04.000","8","2023-08-25T00:00:00.000","94115","1676912412911","N","20800","3073","apartments","{""coordinates"":[-122.446283175,37.786126701],""type"":""Point""}","issued"
"dry cleaners","2023-08-25T10:22:16.000","202308255252","B,R-2","2023-09-02T04:14:29.000","comply with accessible business enrance program ord no 51-16 abe no 201901033836. provide power door operator at main entrance door. replace door hardward and door threshhold","Y","4000","Union","3","St","023","2023-08-25T10:22:16.000","","2","0104","in-house","parcel_centroid","2023-09-01T23:55:00.000","North Beach","B,R-2","otc alterations permit","2023-08-25T12:08:51.000","8","2023-08-25T00:00:00.000","94133","1676858348659","N","4000","484","dry cleaners","{""coordinates"":[-122.407458462,37.800860976],""type"":""Point""}","filed"
"1 family dwelling","2023-08-25T11:24:58.000","202308255299","R-3","2023-09-02T04:14:29.000","to obtain final inspection for work approved under pa #9918186 and #9925356.  all work is complete.","Y","1","Church","8","St","019","2023-08-25T11:21:20.000","2023-08-25T11:24:58.000","0","6655","in-house","parcel_centroid","2023-09-01T23:55:00.000","Glen Park","R-3","otc alterations permit","2023-08-25T11:22:22.000","8","2023-08-25T00:00:00.000","94131","1676903210075","N","1","1868","1 family dwelling","{""coordinates"":[-122.42699722,37.740500503],""type"":""Point""}","issued"
"2 family dwelling","2023-08-25T15:14:30.000","202308255344","R-3","2023-09-02T04:14:29.000","add an adu on the first floor.","Y","","31st","4","Av","006","2023-08-25T15:14:30.000","","2","1822","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","additions alterations or repairs","2023-08-25T15:16:24.000","3","2023-08-25T00:00:00.000","94122","1676951115835","N","120000","1435","1 family dwelling","{""coordinates"":[-122.490132361,37.760428342],""type"":""Point""}","filed"
"2 family dwelling","2023-08-25T14:36:55.000","202308255339","R-3","2023-09-02T04:14:29.000","new concrete retaining wall at rear  along north & east property line","","0","Eddy","5","St","015","2023-08-25T14:36:55.000","","2","1126","in-house","parcel_centroid","2023-09-01T23:55:00.000","Western Addition","R-3","otc alterations permit","2023-08-25T15:35:09.000","8","2023-08-25T00:00:00.000","94115","1676945366900","N","57400","1982","2 family dwelling","{""coordinates"":[-122.440276376,37.780700962],""type"":""Point""}","filed"
"apartments","2023-08-25T12:21:51.000","202308255311","R-2","2023-09-02T04:14:29.000","unit a: response to nov# 202306856. replace failing foundation at rear cottage.","Y","0","Union","3","St","020","2023-08-25T12:21:51.000","","2","0548","in-house","parcel_centroid","2023-09-01T23:55:00.000","Russian Hill","R-2","otc alterations permit","2023-08-25T14:27:07.000","8","2023-08-25T00:00:00.000","94109","1676916279703","N","200000","1381","apartments","{""coordinates"":[-122.421873141,37.798585856],""type"":""Point""}","filed"
"apartments","2023-08-25T10:36:38.000","202308255245","R-2","2023-09-02T04:14:29.000","unit #101: replace (e) windows with marving. all fiberglass. front and back.","Y","12500","Arguello","1","Bl","034","2023-08-25T09:10:02.000","2023-08-25T10:36:38.000","0","1141","in-house","parcel_centroid","2023-09-01T23:55:00.000","Lone Mountain/USF","R-2","otc alterations permit","2023-08-25T10:29:31.000","8","2023-08-25T00:00:00.000","94118","167685090402","N","12500","690","apartments","{""coordinates"":[-122.458262272,37.777464116],""type"":""Point""}","issued"
"apartments","2023-08-25T13:12:16.000","202308255315","R-2","2023-09-02T04:14:29.000","leak repair to correct compliant#202312381","Y","1500","Great","1","Hy","031","2023-08-25T12:44:11.000","2023-08-25T13:12:16.000","0","1595","in-house","eas_address_point","2023-09-01T23:55:00.000","Outer Richmond","R-2","otc alterations permit","2023-08-25T13:08:49.000","8","2023-08-25T00:00:00.000","94121","1676920243585","N","1500","794","apartments","{""coordinates"":[-122.510666,37.773445],""type"":""Point""}","issued"
"1 family dwelling","2023-08-30T09:16:25.000","202308255244","R-3","2023-09-02T04:14:29.000","demo brick staircase (only brick, no structural).  waterproof. install new brick. like for like","Y","8000","Cayuga","11","Av","001P","2023-08-25T08:55:40.000","2023-08-30T09:16:25.000","0","3208A","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Mission","R-3","otc alterations permit","2023-08-30T09:11:08.000","8","2023-08-25T00:00:00.000","94112","1676849154897","N","8000","861","1 family dwelling","{""coordinates"":[-122.438128445,37.72418454],""type"":""Point""}","issued"
"office","2023-08-29T12:44:09.000","202308255302","B,L,M","2023-09-02T04:14:29.000","fire only. add existing generator monitoring points to bldg f/a system. utilize equipment already in placed. scope is for tie in and programming.","Y","2000","Owens","6","St","007","2023-08-25T11:27:58.000","2023-08-29T12:44:09.000","2","8709","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","B,L,M","otc alterations permit","2023-08-29T12:41:16.000","8","2023-08-25T00:00:00.000","94158","1676907437413","N","2000","1700","office","{""coordinates"":[-122.39366635,37.766979215],""type"":""Point""}","issued"
"1 family dwelling","2023-08-25T11:09:58.000","202308255247","R-3","2023-09-02T04:14:29.000","reroofing","Y","10800","Arlington","8","St","011","2023-08-25T09:36:04.000","2023-08-25T11:09:58.000","0","6686","in-house","parcel_centroid","2023-09-01T23:55:00.000","Glen Park","R-3","otc alterations permit","2023-08-25T10:59:57.000","8","2023-08-25T00:00:00.000","94131","1676853210594","N","","144","1 family dwelling","{""coordinates"":[-122.425429415,37.738445342],""type"":""Point""}","issued"
"clinics-medic/dental","2023-08-25T10:44:12.000","202308255272","B","2023-09-02T04:14:29.000","12/f suite 1230: tenant improvement. remodeling consists of an ada toilet, new conference room and storage, new treatment room, new louver at storage. replacing exterior window without altering window opening","Y","0","Post","3","St","104","2023-08-25T10:44:12.000","","2","0296","in-house","parcel_centroid","2023-09-01T23:55:00.000","Nob Hill","B","otc alterations permit","2023-08-25T14:45:01.000","8","2023-08-25T00:00:00.000","94102","1676876477885","N","20000","490","clinics-medic/dental","{""coordinates"":[-122.409757421,37.788407135],""type"":""Point""}","filed"
"2 family dwelling","2023-08-25T11:35:01.000","202308255262","R-3","2023-09-02T04:14:29.000","install 13 windows not visible from the street with vinyl","Y","29588","Museum","8","Wy","113","2023-08-25T10:23:19.000","2023-08-25T11:35:01.000","0","2620","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3","otc alterations permit","2023-08-25T11:33:10.000","8","2023-08-25T00:00:00.000","94114","1676860139774","N","29588","110","2 family dwelling","{""coordinates"":[-122.439959522,37.764294314],""type"":""Point""}","issued"
"apartments","2023-08-30T13:36:30.000","202308255353","R-2","2023-09-02T04:14:29.000","comply w/ # 202200476 #3, 3,4: strap water heater, fix stair rail, repair deck - less than 50%, remove unpermitted front steps installed by tenant.","Y","200","South Van Ness","9","Av","013","2023-08-25T15:56:50.000","2023-08-30T13:36:30.000","0","6527","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-2","otc alterations permit","2023-08-30T13:34:56.000","8","2023-08-25T00:00:00.000","94110","1676960251812","N","200","1486","apartments","{""coordinates"":[-122.416217048,37.749333211],""type"":""Point""}","issued"
"office","2023-08-25T08:23:35.000","202308255226","B","2023-09-02T04:14:29.000","install 2 life safety 2 way communication sytem call stations. add to existing system.","Y","20000","Market","6","St","007","2023-08-25T07:46:46.000","2023-08-25T08:23:35.000","2","3713","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B","otc alterations permit","2023-08-25T08:16:28.000","8","2023-08-25T00:00:00.000","94105","1676830164605","N","20000","1","office","{""coordinates"":[-122.394233283,37.79337073],""type"":""Point""}","issued"
"laundry/laundromat","2023-08-25T10:33:01.000","202308255268","R-3,F-1","2023-09-02T04:14:29.000","comply with the accessible business entrance program ord 51-16. abe 201901033826. provide powr door operator at main entrance door and replace door hardware.","Y","4000","Grant","3","Av","023","2023-08-25T10:33:01.000","","2","0104","in-house","parcel_centroid","2023-09-01T23:55:00.000","North Beach","R-3,F-1","otc alterations permit","2023-08-25T12:06:57.000","8","2023-08-25T00:00:00.000","94133","1676866348662","N","4000","1512","laundry/laundromat","{""coordinates"":[-122.407458462,37.800860976],""type"":""Point""}","filed"
"1 family dwelling","2023-08-25T14:56:27.000","202308255343","R-3","2023-09-02T04:14:29.000","infill e north light well, rebuilt modify e rear 1-level wood deck at 1st fl, new media, home office and new bedroom with excavation. 2nd fl remodel e kitchen, new pantry, toilet room.3rd fl,remodel e bath, master bath and walkin.new laundry","Y","265525","32nd","1","Av","011","2023-08-25T14:56:27.000","","2","1391","in-house","parcel_centroid","2023-09-01T23:55:00.000","Seacliff","R-3","otc alterations permit","2023-08-30T15:55:34.000","8","2023-08-25T00:00:00.000","94121","167695098083","N","198000","262","1 family dwelling","{""coordinates"":[-122.492229864,37.784248784],""type"":""Point""}","filed"
"","2023-08-25T13:23:29.000","202308255329","","2023-09-02T04:14:29.000","painted white sign on awning (202308255327) ""chi said sushi club)","Y","500","Mission","9","St","028","2023-08-25T13:23:29.000","","2","5642","in-house","parcel_centroid","2023-09-01T23:55:00.000","Bernal Heights","","wall or painted sign","2023-08-25T15:03:23.000","7","2023-08-25T00:00:00.000","94110","1676933185509","N","1","3369","","{""coordinates"":[-122.421549856,37.742629242],""type"":""Point""}","filed"
"1 family dwelling","2023-08-30T15:05:53.000","202308255249","R-3","2023-09-02T04:14:29.000","foundation replacement replace approx 60 lf brick foudation at front of building","Y","30000","Guerrero","8","St","016","2023-08-25T10:05:19.000","2023-08-30T15:05:53.000","2","6513","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-3","otc alterations permit","2023-08-30T15:05:02.000","8","2023-08-25T00:00:00.000","94110","1676855205796","N","30000","1253","1 family dwelling","{""coordinates"":[-122.422444406,37.751183219],""type"":""Point""}","issued"
"1 family dwelling","2023-08-25T11:01:00.000","202308255232","R-3","2023-09-02T04:14:29.000","replace 12) windows (8) arestreet facing and (1) patio doors. materials is vinyl. no size changes. u.factor ,.30","Y","27425","Lake Merced Hill St North","7","St","070","2023-08-25T08:11:25.000","2023-08-25T11:01:00.000","0","7381","in-house","parcel_centroid","2023-09-01T23:55:00.000","Lakeshore","R-3","otc alterations permit","2023-08-25T10:59:34.000","8","2023-08-25T00:00:00.000","","1676851492344","N","27425","219","1 family dwelling","{""coordinates"":[-122.482892425,37.712976735],""type"":""Point""}","issued"
"1 family dwelling","2023-08-25T11:26:24.000","202308255301","R-3","2023-09-02T04:14:29.000","1st fl: add 1 bedroom, 1 bath, 1 bar & living room. 2nd fl: reconfigure kitchen & bath. add half bath. exterior: replace staircase.","Y","0","Cotter","11","St","031","2023-08-25T11:26:24.000","","2","6780","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Mission","R-3","otc alterations permit","2023-09-01T13:08:00.000","8","2023-08-25T00:00:00.000","94112","1676906212999","N","50000","240","1 family dwelling","{""coordinates"":[-122.436518918,37.729735085],""type"":""Point""}","filed"
"1 family dwelling","2023-08-25T11:44:09.000","202308255304","R-3","2023-09-02T04:14:29.000","civil stormwater and drainage design associated with bpa#202011309859.","Y","","Belgrave","8","Av","029","2023-08-25T11:44:09.000","","2","1289","in-house","parcel_centroid","2023-09-01T23:55:00.000","Inner Sunset","R-3","additions alterations or repairs","2023-08-25T14:44:51.000","3","2023-08-25T00:00:00.000","94117","167690995524","N","1","140","1 family dwelling","{""coordinates"":[-122.450437033,37.759730022],""type"":""Point""}","filed"
"1 family dwelling","2023-08-25T09:34:49.000","202308255240","R-3","2023-09-02T04:14:29.000","remove and replace 6 window block frame. 4 windows street facing. 2 windows side facing. same size and same location. uf<0.3 replacing w/ marvin wood clad double hung like for like","Y","24800","Kansas","10","St","024","2023-08-25T08:41:40.000","2023-08-25T09:34:49.000","0","4281A","in-house","parcel_centroid","2023-09-01T23:55:00.000","Potrero Hill","R-3","otc alterations permit","2023-08-25T09:33:10.000","8","2023-08-25T00:00:00.000","94107","1676845173189","N","24800","1407","1 family dwelling","{""coordinates"":[-122.401979408,37.751717678],""type"":""Point""}","issued"
